0,0,"(0, 0)",2198,1,31,0,0
0,0,"(0, 1)",2200,0,0,0,0
0,0,"(0, 2)",2200,0,0,0,0
0,0,"(0, 3)",2200,0,0,0,0
0,0,"(0, 4)",2198,1,31,0,0
0,0,"(0, 5)",2200,0,0,0,0
0,0,"(0, 6)",2200,0,0,0,0
0,0,"(0, 7)",2200,0,0,0,0
0,0,"(0, 8)",2200,0,0,0,0
0,0,"(0, 9)",2200,0,0,0,0
0,0,"(1, 0)",2200,0,0,0,0
0,0,"(1, 1)",2200,0,0,0,0
0,0,"(1, 2)",2200,0,0,0,0
0,0,"(1, 3)",2198,1,31,0,0
0,0,"(1, 4)",2198,1,31,0,0
0,0,"(1, 5)",2200,0,0,0,0
0,0,"(1, 6)",2200,0,0,0,0
0,0,"(1, 7)",2200,0,0,0,0
0,0,"(1, 8)",2200,0,0,0,0
0,0,"(1, 9)",2200,0,0,0,0
0,0,"(2, 0)",2200,0,0,0,0
0,0,"(2, 1)",2197,1,32,0,0
0,0,"(2, 2)",2200,0,0,0,0
0,0,"(2, 3)",2200,0,0,0,0
0,0,"(2, 4)",2200,0,0,1,120
0,0,"(2, 5)",2200,0,0,0,0
0,0,"(2, 6)",2198,1,31,0,0
0,0,"(2, 7)",2200,0,0,0,0
0,0,"(2, 8)",2200,0,0,0,0
0,0,"(2, 9)",2200,0,0,0,0
0,0,"(3, 0)",2200,0,0,0,0
0,0,"(3, 1)",2200,0,0,0,0
0,0,"(3, 2)",2200,0,0,0,0
0,0,"(3, 3)",2200,0,0,1,120
0,0,"(3, 4)",2200,0,0,0,0
0,0,"(3, 5)",2198,1,31,0,0
0,0,"(3, 6)",2200,0,0,0,0
0,0,"(3, 7)",2200,0,0,0,0
0,0,"(3, 8)",2200,0,0,0,0
0,0,"(3, 9)",2200,0,0,1,120
0,0,"(4, 0)",2200,0,0,0,0
0,0,"(4, 1)",2198,1,31,0,0
0,0,"(4, 2)",2200,0,0,0,0
0,0,"(4, 3)",2198,1,31,0,0
0,0,"(4, 4)",2198,1,31,0,0
0,0,"(4, 5)",2198,1,31,0,0
0,0,"(4, 6)",2198,1,31,0,0
0,0,"(4, 7)",2200,0,0,0,0
0,0,"(4, 8)",2200,0,0,0,0
0,0,"(4, 9)",2200,0,0,0,0
0,0,"(5, 0)",2200,0,0,0,0
0,0,"(5, 1)",2200,0,0,0,0
0,0,"(5, 2)",2200,0,0,0,0
0,0,"(5, 3)",2197,1,32,0,0
0,0,"(5, 4)",2200,0,0,0,0
0,0,"(5, 5)",2198,1,31,0,0
0,0,"(5, 6)",2200,0,0,0,0
0,0,"(5, 7)",2200,0,0,0,0
0,0,"(5, 8)",2195,2,63,0,0
0,0,"(5, 9)",2200,0,0,0,0
0,0,"(6, 0)",2200,0,0,0,0
0,0,"(6, 1)",2200,0,0,0,0
0,0,"(6, 2)",2200,0,0,0,0
0,0,"(6, 3)",2200,0,0,0,0
0,0,"(6, 4)",2200,0,0,0,0
0,0,"(6, 5)",2200,0,0,0,0
0,0,"(6, 6)",2200,0,0,0,0
0,0,"(6, 7)",2200,0,0,0,0
0,0,"(6, 8)",2200,0,0,0,0
0,0,"(6, 9)",2198,1,31,0,0
0,0,"(7, 0)",2200,0,0,0,0
0,0,"(7, 1)",2200,0,0,0,0
0,0,"(7, 2)",2197,1,32,0,0
0,0,"(7, 3)",2200,0,0,0,0
0,0,"(7, 4)",2200,0,0,0,0
0,0,"(7, 5)",2197,1,32,0,0
0,0,"(7, 6)",2200,0,0,0,0
0,0,"(7, 7)",2198,1,31,0,0
0,0,"(7, 8)",2200,0,0,0,0
0,0,"(7, 9)",2200,0,0,0,0
1,1,"(0, 0)",2198,0,0,0,0
1,1,"(0, 1)",2200,0,0,0,0
1,1,"(0, 2)",2200,0,0,0,0
1,1,"(0, 3)",2200,0,0,0,0
1,1,"(0, 4)",2196,1,32,0,0
1,1,"(0, 5)",2200,0,0,0,0
1,1,"(0, 6)",2200,0,0,0,0
1,1,"(0, 7)",2200,0,0,0,0
1,1,"(0, 8)",2200,0,0,0,0
1,1,"(0, 9)",2200,0,0,0,0
1,1,"(1, 0)",2197,1,33,0,0
1,1,"(1, 1)",2200,0,0,0,0
1,1,"(1, 2)",2200,0,0,0,0
1,1,"(1, 3)",2196,1,32,0,0
1,1,"(1, 4)",2198,0,0,0,0
1,1,"(1, 5)",2198,1,32,0,0
1,1,"(1, 6)",2200,0,0,0,0
1,1,"(1, 7)",2200,0,0,0,0
1,1,"(1, 8)",2200,0,0,0,0
1,1,"(1, 9)",2200,0,0,0,0
1,1,"(2, 0)",2200,0,0,0,0
1,1,"(2, 1)",2197,0,0,0,0
1,1,"(2, 2)",2200,0,0,0,0
1,1,"(2, 3)",2200,0,0,0,0
1,1,"(2, 4)",2200,0,0,1,120
1,1,"(2, 5)",2200,0,0,0,0
1,1,"(2, 6)",2198,0,0,0,0
1,1,"(2, 7)",2200,0,0,0,0
1,1,"(2, 8)",2200,0,0,0,0
1,1,"(2, 9)",2200,0,0,0,0
1,1,"(3, 0)",2197,1,33,0,0
1,1,"(3, 1)",2198,1,33,0,0
1,1,"(3, 2)",2200,0,0,0,0
1,1,"(3, 3)",2200,0,0,0,0
1,1,"(3, 4)",2200,0,0,1,120
1,1,"(3, 5)",2196,1,32,0,0
1,1,"(3, 6)",2200,0,0,0,0
1,1,"(3, 7)",2198,1,32,0,0
1,1,"(3, 8)",2200,0,0,0,0
1,1,"(3, 9)",2200,0,0,1,120
1,1,"(4, 0)",2200,0,0,0,0
1,1,"(4, 1)",2198,0,0,0,0
1,1,"(4, 2)",2195,2,66,0,0
1,1,"(4, 3)",2198,0,0,0,0
1,1,"(4, 4)",2193,2,65,0,0
1,1,"(4, 5)",2198,0,0,0,0
1,1,"(4, 6)",2198,0,0,0,0
1,1,"(4, 7)",2200,0,0,0,0
1,1,"(4, 8)",2200,0,0,0,0
1,1,"(4, 9)",2200,0,0,0,0
1,1,"(5, 0)",2200,0,0,0,0
1,1,"(5, 1)",2200,0,0,0,0
1,1,"(5, 2)",2200,0,0,0,0
1,1,"(5, 3)",2194,1,33,0,0
1,1,"(5, 4)",2200,0,0,0,0
1,1,"(5, 5)",2196,1,32,0,0
1,1,"(5, 6)",2200,0,0,0,0
1,1,"(5, 7)",2197,1,33,0,0
1,1,"(5, 8)",2193,1,33,0,0
1,1,"(5, 9)",2200,0,0,0,0
1,1,"(6, 0)",2200,0,0,0,0
1,1,"(6, 1)",2200,0,0,0,0
1,1,"(6, 2)",2200,0,0,0,0
1,1,"(6, 3)",2200,0,0,0,0
1,1,"(6, 4)",2198,1,33,0,0
1,1,"(6, 5)",2200,0,0,0,0
1,1,"(6, 6)",2200,0,0,0,0
1,1,"(6, 7)",2200,0,0,0,0
1,1,"(6, 8)",2197,1,33,0,0
1,1,"(6, 9)",2198,0,0,0,0
1,1,"(7, 0)",2200,0,0,0,0
1,1,"(7, 1)",2200,0,0,0,0
1,1,"(7, 2)",2197,0,0,0,0
1,1,"(7, 3)",2198,1,33,0,0
1,1,"(7, 4)",2200,0,0,0,0
1,1,"(7, 5)",2197,0,0,0,0
1,1,"(7, 6)",2200,0,0,0,0
1,1,"(7, 7)",2198,0,0,0,0
1,1,"(7, 8)",2198,1,32,0,0
1,1,"(7, 9)",2200,0,0,0,0
2,2,"(0, 0)",2196,1,34,0,0
2,2,"(0, 1)",2200,0,0,0,0
2,2,"(0, 2)",2200,0,0,0,0
2,2,"(0, 3)",2200,0,0,0,0
2,2,"(0, 4)",2194,1,33,0,0
2,2,"(0, 5)",2200,0,0,0,0
2,2,"(0, 6)",2200,0,0,0,0
2,2,"(0, 7)",2200,0,0,0,0
2,2,"(0, 8)",2200,0,0,0,0
2,2,"(0, 9)",2200,0,0,0,0
2,2,"(1, 0)",2197,0,0,0,0
2,2,"(1, 1)",2200,0,0,0,0
2,2,"(1, 2)",2200,0,0,0,0
2,2,"(1, 3)",2196,0,0,0,0
2,2,"(1, 4)",2196,1,33,0,0
2,2,"(1, 5)",2198,0,0,0,0
2,2,"(1, 6)",2200,0,0,0,0
2,2,"(1, 7)",2200,0,0,0,0
2,2,"(1, 8)",2200,0,0,0,0
2,2,"(1, 9)",2200,0,0,0,0
2,2,"(2, 0)",2197,1,35,0,0
2,2,"(2, 1)",2197,0,0,0,0
2,2,"(2, 2)",2200,0,0,0,0
2,2,"(2, 3)",2200,0,0,0,0
2,2,"(2, 4)",2198,1,33,0,0
2,2,"(2, 5)",2200,0,0,0,0
2,2,"(2, 6)",2198,0,0,0,0
2,2,"(2, 7)",2200,0,0,0,0
2,2,"(2, 8)",2198,1,33,0,0
2,2,"(2, 9)",2200,0,0,0,0
2,2,"(3, 0)",2197,0,0,0,0
2,2,"(3, 1)",2198,0,0,0,0
2,2,"(3, 2)",2200,0,0,0,0
2,2,"(3, 3)",2200,0,0,0,0
2,2,"(3, 4)",2200,0,0,1,120
2,2,"(3, 5)",2196,0,0,1,151
2,2,"(3, 6)",2200,0,0,0,0
2,2,"(3, 7)",2198,0,0,0,0
2,2,"(3, 8)",2200,0,0,1,120
2,2,"(3, 9)",2200,0,0,0,0
2,2,"(4, 0)",2200,0,0,0,0
2,2,"(4, 1)",2196,1,34,0,0
2,2,"(4, 2)",2193,1,35,0,0
2,2,"(4, 3)",2194,2,67,0,0
2,2,"(4, 4)",2190,1,34,0,0
2,2,"(4, 5)",2196,1,34,0,0
2,2,"(4, 6)",2198,0,0,0,0
2,2,"(4, 7)",2198,1,34,0,0
2,2,"(4, 8)",2200,0,0,0,0
2,2,"(4, 9)",2200,0,0,0,0
2,2,"(5, 0)",2200,0,0,0,0
2,2,"(5, 1)",2200,0,0,0,0
2,2,"(5, 2)",2200,0,0,0,0
2,2,"(5, 3)",2194,0,0,0,0
2,2,"(5, 4)",2200,0,0,0,0
2,2,"(5, 5)",2196,0,0,0,0
2,2,"(5, 6)",2200,0,0,0,0
2,2,"(5, 7)",2197,0,0,0,0
2,2,"(5, 8)",2193,0,0,0,0
2,2,"(5, 9)",2198,1,34,0,0
2,2,"(6, 0)",2200,0,0,0,0
2,2,"(6, 1)",2200,0,0,0,0
2,2,"(6, 2)",2198,1,34,0,0
2,2,"(6, 3)",2198,1,34,0,0
2,2,"(6, 4)",2196,1,33,0,0
2,2,"(6, 5)",2200,0,0,0,0
2,2,"(6, 6)",2198,1,34,0,0
2,2,"(6, 7)",2200,0,0,0,0
2,2,"(6, 8)",2195,1,33,0,0
2,2,"(6, 9)",2198,0,0,0,0
2,2,"(7, 0)",2200,0,0,0,0
2,2,"(7, 1)",2200,0,0,0,0
2,2,"(7, 2)",2197,0,0,0,0
2,2,"(7, 3)",2198,0,0,0,0
2,2,"(7, 4)",2200,0,0,0,0
2,2,"(7, 5)",2197,0,0,0,0
2,2,"(7, 6)",2200,0,0,0,0
2,2,"(7, 7)",2198,0,0,0,0
2,2,"(7, 8)",2198,0,0,0,0
2,2,"(7, 9)",2200,0,0,0,0
3,3,"(0, 0)",2196,0,0,0,0
3,3,"(0, 1)",2200,0,0,0,0
3,3,"(0, 2)",2200,0,0,0,0
3,3,"(0, 3)",2198,1,34,0,0
3,3,"(0, 4)",2194,0,0,0,0
3,3,"(0, 5)",2200,0,0,0,0
3,3,"(0, 6)",2200,0,0,0,0
3,3,"(0, 7)",2200,0,0,0,0
3,3,"(0, 8)",2200,0,0,0,0
3,3,"(0, 9)",2200,0,0,0,0
3,3,"(1, 0)",2195,1,35,0,0
3,3,"(1, 1)",2200,0,0,0,0
3,3,"(1, 2)",2200,0,0,0,0
3,3,"(1, 3)",2196,0,0,0,0
3,3,"(1, 4)",2196,0,0,0,0
3,3,"(1, 5)",2196,1,34,0,0
3,3,"(1, 6)",2200,0,0,0,0
3,3,"(1, 7)",2200,0,0,0,0
3,3,"(1, 8)",2200,0,0,0,0
3,3,"(1, 9)",2200,0,0,0,0
3,3,"(2, 0)",2197,0,0,0,0
3,3,"(2, 1)",2195,1,36,0,0
3,3,"(2, 2)",2200,0,0,0,0
3,3,"(2, 3)",2200,0,0,1,120
3,3,"(2, 4)",2198,0,0,0,0
3,3,"(2, 5)",2200,0,0,0,0
3,3,"(2, 6)",2198,0,0,0,0
3,3,"(2, 7)",2200,0,0,0,0
3,3,"(2, 8)",2198,0,0,0,0
3,3,"(2, 9)",2200,0,0,0,0
3,3,"(3, 0)",2197,0,0,0,0
3,3,"(3, 1)",2198,0,0,0,0
3,3,"(3, 2)",2200,0,0,0,0
3,3,"(3, 3)",2198,1,34,0,0
3,3,"(3, 4)",2198,1,34,0,0
3,3,"(3, 5)",2196,0,0,0,0
3,3,"(3, 6)",2200,0,0,1,151
3,3,"(3, 7)",2195,1,35,0,0
3,3,"(3, 8)",2200,0,0,0,0
3,3,"(3, 9)",2200,0,0,0,0
3,3,"(4, 0)",2200,0,0,0,0
3,3,"(4, 1)",2196,0,0,0,0
3,3,"(4, 2)",2193,0,0,0,0
3,3,"(4, 3)",2192,1,35,0,0
3,3,"(4, 4)",2190,0,0,0,0
3,3,"(4, 5)",2193,1,36,0,0
3,3,"(4, 6)",2195,1,36,0,0
3,3,"(4, 7)",2198,0,0,0,0
3,3,"(4, 8)",2200,0,0,1,120
3,3,"(4, 9)",2200,0,0,0,0
3,3,"(5, 0)",2200,0,0,0,0
3,3,"(5, 1)",2196,2,71,0,0
3,3,"(5, 2)",2197,1,36,0,0
3,3,"(5, 3)",2194,0,0,0,0
3,3,"(5, 4)",2200,0,0,0,0
3,3,"(5, 5)",2194,1,35,0,0
3,3,"(5, 6)",2200,0,0,0,0
3,3,"(5, 7)",2197,0,0,0,0
3,3,"(5, 8)",2193,0,0,0,0
3,3,"(5, 9)",2198,0,0,0,0
3,3,"(6, 0)",2200,0,0,0,0
3,3,"(6, 1)",2200,0,0,0,0
3,3,"(6, 2)",2198,0,0,0,0
3,3,"(6, 3)",2198,0,0,0,0
3,3,"(6, 4)",2194,1,34,0,0
3,3,"(6, 5)",2200,0,0,0,0
3,3,"(6, 6)",2198,0,0,0,0
3,3,"(6, 7)",2200,0,0,0,0
3,3,"(6, 8)",2195,0,0,0,0
3,3,"(6, 9)",2195,1,36,0,0
3,3,"(7, 0)",2200,0,0,0,0
3,3,"(7, 1)",2197,1,36,0,0
3,3,"(7, 2)",2197,0,0,0,0
3,3,"(7, 3)",2198,0,0,0,0
3,3,"(7, 4)",2200,0,0,0,0
3,3,"(7, 5)",2197,0,0,0,0
3,3,"(7, 6)",2198,1,35,0,0
3,3,"(7, 7)",2198,0,0,0,0
3,3,"(7, 8)",2196,1,34,0,0
3,3,"(7, 9)",2200,0,0,0,0
4,4,"(0, 0)",2196,0,0,0,0
4,4,"(0, 1)",2200,0,0,0,0
4,4,"(0, 2)",2200,0,0,0,0
4,4,"(0, 3)",2198,0,0,0,0
4,4,"(0, 4)",2194,0,0,0,0
4,4,"(0, 5)",2198,1,35,0,0
4,4,"(0, 6)",2200,0,0,0,0
4,4,"(0, 7)",2200,0,0,0,0
4,4,"(0, 8)",2200,0,0,0,0
4,4,"(0, 9)",2200,0,0,0,0
4,4,"(1, 0)",2195,0,0,0,0
4,4,"(1, 1)",2196,2,73,0,0
4,4,"(1, 2)",2200,0,0,0,0
4,4,"(1, 3)",2193,1,36,0,0
4,4,"(1, 4)",2196,0,0,0,0
4,4,"(1, 5)",2196,0,0,0,0
4,4,"(1, 6)",2200,0,0,0,0
4,4,"(1, 7)",2200,0,0,0,0
4,4,"(1, 8)",2200,0,0,0,0
4,4,"(1, 9)",2200,0,0,0,0
